Version 4
SHEET 1 2888 2996
WIRE -288 -288 -448 -288
WIRE 448 -288 320 -288
WIRE -1632 -256 -1632 -288
WIRE -1536 -256 -1632 -256
WIRE -496 -256 -496 -272
WIRE 496 -256 496 -272
WIRE -1808 -240 -1808 -288
WIRE -1632 -240 -1632 -256
WIRE -1440 -208 -1440 -512
WIRE -608 -208 -608 -464
WIRE -288 -208 -608 -208
WIRE 608 -208 608 -464
WIRE 608 -208 320 -208
WIRE -880 -160 -880 -512
WIRE -1632 -128 -1632 -176
WIRE -752 -128 -752 -512
WIRE -384 -128 -752 -128
WIRE -288 -128 -384 -128
WIRE 368 -128 320 -128
WIRE 736 -128 736 -512
WIRE 736 -128 368 -128
WIRE -1440 -80 -1440 -128
WIRE -1328 -80 -1440 -80
WIRE -1440 -32 -1440 -80
WIRE -880 -32 -880 -80
WIRE -288 -32 -880 -32
WIRE 400 -32 320 -32
WIRE 464 -32 400 -32
WIRE 592 -32 544 -32
WIRE 400 -16 400 -32
WIRE -880 0 -880 -32
WIRE 1072 0 1072 -512
WIRE -480 64 -496 64
WIRE -400 64 -416 64
WIRE -288 64 -400 64
WIRE 400 64 400 48
WIRE 400 64 320 64
WIRE 464 64 400 64
WIRE 592 64 544 64
WIRE -1440 96 -1440 48
WIRE -880 112 -880 80
WIRE -400 160 -400 64
WIRE -384 160 -400 160
WIRE -288 160 -304 160
WIRE 1072 160 1072 80
WIRE 1072 160 320 160
WIRE 1184 160 1072 160
WIRE 1344 160 1264 160
WIRE 1072 208 1072 160
WIRE -496 256 -512 256
WIRE -416 256 -432 256
WIRE -304 256 -416 256
WIRE -288 256 -304 256
WIRE 400 256 320 256
WIRE 560 256 480 256
WIRE 1072 304 1072 288
WIRE -304 352 -304 256
WIRE -288 352 -304 352
WIRE 400 352 320 352
WIRE 560 352 560 256
WIRE 560 352 480 352
WIRE 560 400 560 352
WIRE -416 448 -416 256
WIRE -288 448 -416 448
WIRE -288 528 -304 528
WIRE 352 528 320 528
WIRE -176 640 -176 624
WIRE 208 640 208 624
WIRE 16 656 16 624
WIRE -176 720 -176 704
WIRE 208 736 208 720
WIRE 16 752 16 736
WIRE 16 848 16 816
WIRE -1168 1168 -1168 1120
WIRE -912 1216 -1104 1216
WIRE 464 1248 416 1248
WIRE 592 1248 544 1248
WIRE -64 1264 -64 1184
WIRE -1008 1280 -1008 1264
WIRE 80 1280 0 1280
WIRE 208 1280 160 1280
WIRE -1104 1296 -1104 1216
WIRE -1040 1296 -1104 1296
WIRE -912 1312 -912 1216
WIRE -912 1312 -976 1312
WIRE -672 1312 -912 1312
WIRE -464 1312 -592 1312
WIRE -352 1312 -464 1312
WIRE -176 1312 -272 1312
WIRE -1168 1328 -1168 1248
WIRE -1040 1328 -1168 1328
WIRE -1168 1360 -1168 1328
WIRE -1008 1376 -1008 1344
WIRE 64 1376 64 1344
WIRE -384 1392 -384 1360
WIRE -64 1392 -64 1344
WIRE 0 1392 0 1280
WIRE 0 1392 -64 1392
WIRE 32 1392 0 1392
WIRE 480 1392 480 1360
WIRE -464 1408 -464 1312
WIRE -416 1408 -464 1408
WIRE 208 1408 208 1280
WIRE 208 1408 96 1408
WIRE 304 1408 208 1408
WIRE 416 1408 416 1248
WIRE 416 1408 384 1408
WIRE 448 1408 416 1408
WIRE -176 1424 -176 1312
WIRE -176 1424 -352 1424
WIRE 32 1424 -176 1424
WIRE 592 1424 592 1248
WIRE 592 1424 512 1424
WIRE 640 1424 592 1424
WIRE -672 1440 -768 1440
WIRE -512 1440 -592 1440
WIRE -416 1440 -512 1440
WIRE 448 1440 416 1440
WIRE 64 1472 64 1440
WIRE -1168 1488 -1168 1440
WIRE -384 1488 -384 1456
WIRE 480 1488 480 1456
WIRE -512 1520 -512 1440
WIRE 272 1520 208 1520
WIRE 416 1520 416 1440
WIRE 416 1520 352 1520
WIRE -1056 1552 -1056 1472
WIRE 208 1552 208 1520
WIRE 416 1552 416 1520
WIRE -768 1568 -768 1440
WIRE -768 1568 -960 1568
WIRE -864 1632 -864 1616
WIRE -960 1648 -960 1568
WIRE -896 1648 -960 1648
WIRE -512 1648 -512 1600
WIRE -768 1664 -768 1568
WIRE -768 1664 -832 1664
WIRE 208 1664 208 1632
WIRE 416 1664 416 1632
WIRE -1056 1680 -1056 1632
WIRE -896 1680 -1056 1680
WIRE -864 1728 -864 1696
WIRE -1056 1744 -1056 1680
WIRE -1056 1872 -1056 1824
FLAG 352 528 0
FLAG -176 720 0
FLAG 208 736 0
FLAG 16 848 0
FLAG -1984 -352 0
FLAG -880 112 0
FLAG 800 -384 0
FLAG -1984 -496 IN
FLAG -496 -256 0
FLAG 496 -256 0
FLAG 1072 304 0
FLAG -496 64 0
FLAG -512 256 0
FLAG 1472 -512 OUT
FLAG -304 528 0
FLAG -960 -368 0
FLAG 1472 -320 0
FLAG 560 400 0
FLAG -1312 -368 0
FLAG -1216 -368 0
FLAG -384 -64 0
FLAG 368 -64 0
FLAG 896 -384 0
FLAG 1152 -384 0
FLAG 592 -32 ISP
FLAG 592 64 ISN
FLAG -1120 -592 ISP
FLAG -1008 -592 ISN
FLAG 1248 -384 0
FLAG 992 -384 0
FLAG -1808 -240 0
FLAG -1440 96 0
FLAG -1328 -80 FB_IN
FLAG 1344 160 Vcontrol
FLAG 208 1664 0
FLAG 416 1664 0
FLAG 480 1488 0
FLAG 480 1360 Vcc
FLAG 640 1424 Vcontrol
FLAG -1168 1488 0
FLAG -1056 1872 0
FLAG -512 1648 0
FLAG -64 1184 0
FLAG -1056 1472 0
FLAG -864 1616 Vcc
FLAG -384 1360 Vcc
FLAG 64 1344 Vcc
FLAG -1008 1376 0
FLAG -864 1728 0
FLAG -384 1488 0
FLAG 64 1472 0
FLAG -1008 1264 Vcc
FLAG -1632 -128 0
FLAG -1536 -256 Vcc
FLAG -1168 1120 Vcc
SYMBOL cap -192 640 R0
SYMATTR InstName C1
SYMATTR Value 0.1µ
SYMBOL voltage -1984 -480 R0
WINDOW 123 0 0 Left 0
WINDOW 39 0 0 Left 0
SYMATTR InstName V1
SYMATTR Value 12
SYMBOL res -48 -496 R270
WINDOW 0 32 56 VTop 2
WINDOW 3 0 56 VBottom 2
SYMATTR InstName R1
SYMATTR Value 0.2m
SYMBOL cap -304 -400 R90
WINDOW 0 0 32 VBottom 2
WINDOW 3 32 32 VTop 2
SYMATTR InstName C3
SYMATTR Value .1µ
SYMBOL ind 80 -496 R270
WINDOW 0 32 56 VTop 2
WINDOW 3 5 56 VBottom 2
SYMATTR InstName L1
SYMATTR Value 1.5µ
SYMATTR SpiceLine Ipk=150 Rser=2m Cpar=0
SYMBOL res -1120 -496 R270
WINDOW 0 32 56 VTop 2
WINDOW 3 0 56 VBottom 2
SYMATTR InstName R2
SYMATTR Value 2.5m
SYMBOL cap 784 -480 R0
SYMATTR Value 560µ
SYMATTR InstName C4
SYMBOL cap 400 -400 R90
WINDOW 0 0 32 VBottom 2
WINDOW 3 32 32 VTop 2
SYMATTR InstName C5
SYMATTR Value .1µ
SYMBOL res 192 624 R0
SYMATTR InstName R3
SYMATTR Value 309K
SYMBOL res 1056 -16 R0
SYMATTR InstName R4
SYMATTR Value 560k
SYMBOL cap -416 48 R90
WINDOW 0 0 32 VBottom 2
WINDOW 3 32 32 VTop 2
SYMATTR InstName C6
SYMATTR Value 4.7µ
SYMBOL cap -432 240 R90
WINDOW 0 0 32 VBottom 2
WINDOW 3 32 32 VTop 2
SYMATTR InstName C7
SYMATTR Value .47µ
SYMBOL LT8390 16 80 R0
SYMATTR InstName U1
SYMBOL res 1056 192 R0
SYMATTR InstName R7
SYMATTR Value 12.8k
SYMBOL res -288 144 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R8
SYMATTR Value 100K
SYMBOL res -896 -16 R0
SYMATTR InstName R9
SYMATTR Value 45k
SYMBOL res -896 -176 R0
SYMATTR InstName R10
SYMATTR Value 250k
SYMBOL res 1280 144 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R11
SYMATTR Value 50k
SYMBOL nmos -688 -464 R270
SYMATTR InstName M1
SYMATTR Value AONS62614
SYMBOL nmos 688 -464 M270
SYMATTR InstName M2
SYMATTR Value AONS62614
SYMBOL nmos 448 -368 R0
WINDOW 3 -100 99 Left 2
SYMATTR Value AONS62614
SYMATTR InstName M3
SYMBOL nmos -448 -368 M0
WINDOW 3 -105 98 Left 2
SYMATTR Value AONS62614
SYMATTR InstName M4
SYMBOL res 0 640 R0
SYMATTR InstName R5
SYMATTR Value 15k
SYMBOL cap 0 752 R0
SYMATTR InstName C2
SYMATTR Value 15n
SYMBOL cap -976 -464 R0
SYMATTR InstName C10
SYMATTR Value 40µ
SYMATTR SpiceLine V=6.3 Irms=0 Rser=0.003 Lser=0
SYMBOL current 1472 -464 R0
WINDOW 123 0 0 Left 0
WINDOW 39 0 0 Left 0
SYMATTR InstName LoadStep
SYMATTR Value PWL(0 0 9m 0 13m01 2)
SYMBOL res 496 336 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R6
SYMATTR Value 1G
SYMBOL res 496 240 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R12
SYMATTR Value 1G
SYMBOL polcap -1328 -464 R0
WINDOW 3 24 56 Left 2
SYMATTR Value 330µ
SYMATTR InstName C11
SYMATTR Description Capacitor
SYMATTR Type cap
SYMATTR SpiceLine V=63 Irms=650m Rser=0.12 Lser=0 mfg="Nichicon" pn="UPR1J331MRH" type="Al electrolytic"
SYMBOL polcap -1232 -464 R0
WINDOW 3 24 56 Left 2
SYMATTR Value 330µ
SYMATTR InstName C12
SYMATTR Description Capacitor
SYMATTR Type cap
SYMATTR SpiceLine V=63 Irms=650m Rser=0.12 Lser=0 mfg="Nichicon" pn="UPR1J331MRH" type="Al electrolytic"
SYMBOL cap -400 -128 R0
WINDOW 0 32 13 Left 2
WINDOW 3 39 61 Left 2
SYMATTR InstName C13
SYMATTR Value 1µ
SYMBOL cap 352 -128 R0
WINDOW 0 33 11 Left 2
WINDOW 3 39 60 Left 2
SYMATTR InstName C14
SYMATTR Value 1µ
SYMBOL polcap 1136 -480 R0
WINDOW 3 24 56 Left 2
SYMATTR Value 1000µ
SYMATTR InstName C17
SYMATTR Description Capacitor
SYMATTR Type cap
SYMATTR SpiceLine V=400 Irms=2.85 Rser=0.0839 Lser=14.301n mfg="Würth Elektronik" pn="861021386035 WCAP-AIG5 35x60" type="Al electrolytic"
SYMBOL polcap 880 -480 R0
WINDOW 3 24 56 Left 2
SYMATTR Value 1000µ
SYMATTR InstName C8
SYMATTR Description Capacitor
SYMATTR Type cap
SYMATTR SpiceLine V=400 Irms=2.85 Rser=0.0839 Lser=14.301n mfg="Würth Elektronik" pn="861021386035 WCAP-AIG5 35x60" type="Al electrolytic"
SYMBOL res 560 -48 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R13
SYMATTR Value 10
SYMBOL res 560 48 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R14
SYMATTR Value 10
SYMBOL cap 384 -16 R0
SYMATTR InstName C9
SYMATTR Value 2.2µ
SYMBOL polcap 1232 -480 R0
WINDOW 3 24 56 Left 2
SYMATTR Value 1000µ
SYMATTR InstName C15
SYMATTR Description Capacitor
SYMATTR Type cap
SYMATTR SpiceLine V=400 Irms=2.85 Rser=0.0839 Lser=14.301n mfg="Würth Elektronik" pn="861021386035 WCAP-AIG5 35x60" type="Al electrolytic"
SYMBOL polcap 976 -480 R0
WINDOW 3 24 56 Left 2
SYMATTR Value 1000µ
SYMATTR InstName C16
SYMATTR Description Capacitor
SYMATTR Type cap
SYMATTR SpiceLine V=400 Irms=2.85 Rser=0.0839 Lser=14.301n mfg="Würth Elektronik" pn="861021386035 WCAP-AIG5 35x60" type="Al electrolytic"
SYMBOL pmos -1888 -464 R270
SYMATTR InstName M5
SYMATTR Value Si7461DP
SYMBOL zener -1712 -416 R180
WINDOW 0 24 64 Left 2
WINDOW 3 -14 -43 VRight 2
SYMATTR InstName D1
SYMATTR Value BZX84B20VLY
SYMBOL res -1824 -384 R0
SYMATTR InstName R15
SYMATTR Value 100k
SYMBOL res -1456 -224 R0
SYMATTR InstName R16
SYMATTR Value 102k
SYMBOL res -1456 -48 R0
SYMATTR InstName R17
SYMATTR Value 10k
SYMBOL res 400 1392 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R42
SYMATTR Value 10k
SYMBOL res 560 1232 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R43
SYMATTR Value 10k
SYMBOL res 432 1648 R180
WINDOW 0 36 76 Left 2
WINDOW 3 36 40 Left 2
SYMATTR InstName R44
SYMATTR Value 10k
SYMBOL voltage 208 1536 R0
WINDOW 123 0 0 Left 0
WINDOW 39 0 0 Left 0
SYMATTR InstName V3
SYMATTR Value 5
SYMBOL res 368 1504 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R45
SYMATTR Value 10k
SYMBOL OpAmps\\LT1800 480 1360 R0
SYMATTR InstName U11
SYMBOL res -528 1504 R0
SYMATTR InstName R21
SYMATTR Value 1k
SYMBOL res -80 1248 R0
SYMATTR InstName R22
SYMATTR Value 1k
SYMBOL res 176 1264 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R23
SYMATTR Value 250
SYMBOL res -256 1296 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R24
SYMATTR Value 1k
SYMBOL res -576 1424 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R25
SYMATTR Value 1k
SYMBOL res -576 1296 R90
WINDOW 0 0 56 VBottom 2
WINDOW 3 32 56 VTop 2
SYMATTR InstName R26
SYMATTR Value 1k
SYMBOL res -1040 1840 R180
WINDOW 0 36 76 Left 2
WINDOW 3 36 40 Left 2
SYMATTR InstName R27
SYMATTR Value 250
SYMBOL res -1152 1264 R180
WINDOW 0 36 76 Left 2
WINDOW 3 36 40 Left 2
SYMATTR InstName R28
SYMATTR Value 6k2
SYMBOL res -1152 1456 R180
WINDOW 0 36 76 Left 2
WINDOW 3 36 40 Left 2
SYMATTR InstName R29
SYMATTR Value 1k1
SYMBOL current -1056 1552 R0
WINDOW 123 0 0 Left 0
WINDOW 39 0 0 Left 0
SYMATTR InstName I1
SYMATTR Value 15m
SYMBOL OpAmps\\AD8613 -1008 1248 R0
SYMATTR InstName U3
SYMBOL OpAmps\\AD8613 -384 1360 R0
SYMATTR InstName U4
SYMBOL OpAmps\\AD8613 -864 1600 R0
SYMATTR InstName U5
SYMBOL OpAmps\\AD8613 64 1344 R0
SYMATTR InstName U6
SYMBOL res -1648 -384 R0
SYMATTR InstName R18
SYMATTR Value 150
SYMBOL zener -1616 -176 R180
WINDOW 0 24 64 Left 2
WINDOW 3 -14 -43 VRight 2
SYMATTR InstName D2
SYMATTR Value RSA6_1J4
TEXT -2176 2056 Left 2 !.tran 0 36m 0.2m uic
